id,num_sold
230567,694
230568,372
230569,447
230570,271
230571,1682
230572,1397
230573,744
230574,901
230575,332
230576,1949
230577,1659
230578,879
230579,1054
230580,736
230581,724
230582,604
230583,314
230584,375
230585,222
230586,1420
230587,1211
230588,611
230589,768
230590,260
230591,1694
230592,1406
230593,740
230594,910
230595,87
230596,679
230597,583
230598,274
230599,346
230600,198
230601,1366
230602,1172
230603,597
230604,713
230605,236
230606,1648
230607,1366
230608,721
230609,882
230610,63
230611,486
230612,403
230613,200
230614,246
230615,140
230616,998
230617,825
230618,415
230619,520
230620,143
230621,1127
230622,952
230623,487
230624,625
230625,737
230626,5
230627,1
230628,1
230629,1
230630,170
230631,25
230632,14
230633,10
230634,2
230635,36
230636,35
230637,26
230638,7
230639,15
230640,189
230641,1284
230642,1060
230643,541
230644,649
230645,383
230646,2531
230647,2176
230648,1097
230649,1380
230650,451
230651,3087
230652,2475
230653,1366
230654,1629
230655,124
230656,818
230657,690
230658,361
230659,435
230660,255
230661,1625
230662,1350
230663,717
230664,874
230665,304
230666,1902
230667,1625
230668,834
230669,1022
230670,729
230671,695
230672,592
230673,327
230674,384
230675,236
230676,1579
230677,1255
230678,650
230679,808
230680,320
230681,1762
230682,1478
230683,764
230684,983
230685,118
230686,706
230687,619
230688,320
230689,391
230690,257
230691,1537
230692,1280
230693,664
230694,818
230695,297
230696,1776
230697,1527
230698,816
230699,988
230700,79
230701,491
230702,429
230703,219
230704,264
230705,179
230706,1110
230707,930
230708,469
230709,586
230710,235
230711,1267
230712,1182
230713,592
230714,720
230715,768
230716,8
230717,-8
230718,-5
230719,-15
230720,159
230721,15
230722,12
230723,4
230724,3
230725,15
230726,34
230727,32
230728,5
230729,10
230730,174
230731,1325
230732,1040
230733,527
230734,665
230735,403
230736,2852
230737,2313
230738,1114
230739,1455
230740,473
230741,3271
230742,2661
230743,1318
230744,1755
230745,72
230746,767
230747,613
230748,303
230749,395
230750,226
230751,1639
230752,1393
230753,680
230754,833
230755,286
230756,1932
230757,1572
230758,853
230759,1075
230760,703
230761,764
230762,671
230763,333
230764,398
230765,206
230766,1676
230767,1412
230768,725
230769,871
230770,264
230771,1971
230772,1661
230773,848
230774,1042
230775,85
230776,781
230777,690
230778,358
230779,418
230780,246
230781,1676
230782,1440
230783,748
230784,909
230785,291
230786,1952
230787,1722
230788,865
230789,1050
230790,83
230791,571
230792,507
230793,251
230794,315
230795,183
230796,1220
230797,1033
230798,510
230799,644
230800,205
230801,1500
230802,1235
230803,631
230804,768
230805,748
230806,-18
230807,-4
230808,0
230809,-11
230810,-21
230811,-7
230812,-3
230813,-14
230814,-22
230815,-32
230816,-24
230817,11
230818,-14
230819,-4
230820,213
230821,1347
230822,1201
230823,585
230824,759
230825,476
230826,2898
230827,2578
230828,1370
230829,1628
230830,583
230831,3427
230832,3054
230833,1561
230834,1888
230835,82
230836,753
230837,677
230838,340
230839,426
230840,221
230841,1750
230842,1459
230843,772
230844,951
230845,254
230846,2017
230847,1739
230848,891
230849,1118
230850,759
230851,695
230852,582
230853,310
230854,382
230855,322
230856,1410
230857,1169
230858,634
230859,779
230860,268
230861,1677
230862,1385
230863,738
230864,923
230865,120
230866,713
230867,591
230868,338
230869,394
230870,251
230871,1426
230872,1205
230873,642
230874,794
230875,288
230876,1717
230877,1418
230878,753
230879,932
230880,94
230881,530
230882,430
230883,237
230884,292
230885,186
230886,1056
230887,870
230888,463
230889,585
230890,222
230891,1214
230892,1033
230893,547
230894,679
230895,747
230896,25
230897,19
230898,29
230899,10
230900,272
230901,35
230902,34
230903,15
230904,24
230905,122
230906,47
230907,46
230908,35
230909,36
230910,235
230911,1300
230912,1085
230913,608
230914,732
230915,439
230916,2627
230917,2174
230918,1176
230919,1464
230920,526
230921,3172
230922,2697
230923,1388
230924,1717
230925,112
230926,752
230927,623
230928,333
230929,405
230930,242
230931,1521
230932,1284
230933,681
230934,840
230935,290
230936,1834
230937,1520
230938,800
230939,1007
230940,748
230941,687
230942,565
230943,309
230944,367
230945,243
230946,1404
230947,1130
230948,613
230949,759
230950,248
230951,1646
230952,1350
230953,715
230954,915
230955,112
230956,715
230957,585
230958,327
230959,381
230960,231
230961,1415
230962,1167
230963,619
230964,789
230965,271
230966,1692
230967,1376
230968,744
230969,912
230970,87
230971,528
230972,446
230973,229
230974,280
230975,171
230976,1027
230977,875
230978,447
230979,572
230980,210
230981,1212
230982,1016
230983,528
230984,665
230985,749
230986,18
230987,18
230988,30
230989,8
230990,259
230991,48
230992,37
230993,25
230994,14
230995,180
230996,50
230997,45
230998,35
230999,27
231000,219
231001,1278
231002,1052
231003,581
231004,703
231005,414
231006,2576
231007,2120
231008,1099
231009,1414
231010,507
231011,2985
231012,2634
231013,1354
231014,1677
231015,110
231016,752
231017,624
231018,328
231019,398
231020,231
231021,1538
231022,1258
231023,667
231024,811
231025,273
231026,1825
231027,1498
231028,789
231029,984
231030,752
231031,665
231032,553
231033,296
231034,361
231035,424
231036,1353
231037,1129
231038,592
231039,757
231040,242
231041,1586
231042,1333
231043,691
231044,896
231045,105
231046,687
231047,561
231048,298
231049,375
231050,222
231051,1383
231052,1119
231053,592
231054,763
231055,259
231056,1656
231057,1341
231058,705
231059,898
231060,72
231061,490
231062,411
231063,223
231064,274
231065,156
231066,991
231067,835
231068,437
231069,555
231070,192
231071,1175
231072,990
231073,517
231074,656
231075,769
231076,5
231077,15
231078,36
231079,10
231080,362
231081,37
231082,37
231083,16
231084,27
231085,232
231086,46
231087,45
231088,33
231089,30
231090,196
231091,1229
231092,984
231093,520
231094,663
231095,391
231096,2387
231097,2081
231098,1067
231099,1365
231100,463
231101,2894
231102,2522
231103,1294
231104,1611
231105,116
231106,741
231107,606
231108,318
231109,403
231110,238
231111,1528
231112,1256
231113,651
231114,818
231115,273
231116,1809
231117,1493
231118,768
231119,981
231120,748
231121,655
231122,554
231123,286
231124,361
231125,550
231126,1345
231127,1126
231128,589
231129,751
231130,249
231131,1584
231132,1332
231133,686
231134,878
231135,99
231136,673
231137,556
231138,290
231139,361
231140,216
231141,1358
231142,1108
231143,587
231144,751
231145,245
231146,1617
231147,1323
231148,695
231149,882
231150,66
231151,479
231152,408
231153,216
231154,258
231155,153
231156,969
231157,814
231158,432
231159,539
231160,178
231161,1150
231162,961
231163,511
231164,640
231165,749
231166,17
231167,11
231168,26
231169,-3
231170,267
231171,18
231172,40
231173,12
231174,13
231175,152
231176,29
231177,41
231178,26
231179,12
231180,176
231181,1212
231182,999
231183,512
231184,661
231185,383
231186,2493
231187,2032
231188,1047
231189,1364
231190,454
231191,2844
231192,2467
231193,1272
231194,1632
231195,120
231196,742
231197,648
231198,328
231199,405
231200,246
231201,1527
231202,1269
231203,670
231204,834
231205,269
231206,1800
231207,1512
231208,774
231209,1001
231210,747
231211,662
231212,541
231213,274
231214,359
231215,429
231216,1319
231217,1099
231218,570
231219,747
231220,251
231221,1594
231222,1326
231223,670
231224,869
231225,99
231226,652
231227,537
231228,278
231229,358
231230,193
231231,1287
231232,1072
231233,564
231234,730
231235,239
231236,1599
231237,1296
231238,676
231239,872
231240,67
231241,484
231242,386
231243,203
231244,256
231245,143
231246,942
231247,774
231248,408
231249,516
231250,179
231251,1162
231252,941
231253,493
231254,634
231255,751
231256,12
231257,0
231258,7
231259,-2
231260,190
231261,8
231262,8
231263,9
231264,1
231265,134
231266,29
231267,20
231268,12
231269,10
231270,179
231271,1221
231272,988
231273,510
231274,658
231275,366
231276,2440
231277,2021
231278,1037
231279,1331
231280,440
231281,2814
231282,2417
231283,1230
231284,1621
231285,126
231286,752
231287,632
231288,320
231289,406
231290,232
231291,1514
231292,1247
231293,654
231294,830
231295,285
231296,1821
231297,1525
231298,770
231299,991
231300,755
231301,692
231302,552
231303,259
231304,384
231305,231
231306,1434
231307,1193
231308,597
231309,822
231310,240
231311,1666
231312,1440
231313,703
231314,950
231315,88
231316,696
231317,627
231318,261
231319,366
231320,203
231321,1380
231322,1184
231323,617
231324,800
231325,247
231326,1668
231327,1481
231328,734
231329,936
231330,59
231331,424
231332,393
231333,217
231334,277
231335,143
231336,1010
231337,917
231338,451
231339,586
231340,181
231341,1228
231342,1062
231343,535
231344,666
231345,750
231346,-36
231347,-17
231348,-1
231349,2
231350,364
231351,11
231352,7
231353,4
231354,0
231355,23
231356,-21
231357,19
231358,-4
231359,-35
231360,137
231361,1245
231362,1012
231363,519
231364,697
231365,377
231366,2682
231367,2219
231368,1148
231369,1504
231370,456
231371,3158
231372,2614
231373,1333
231374,1733
231375,76
231376,770
231377,613
231378,323
231379,412
231380,201
231381,1607
231382,1370
231383,677
231384,825
231385,284
231386,1866
231387,1554
231388,827
231389,1071
231390,728
231391,758
231392,666
231393,328
231394,431
231395,230
231396,1611
231397,1380
231398,676
231399,891
231400,283
231401,1906
231402,1614
231403,807
231404,1045
231405,74
231406,747
231407,654
231408,309
231409,376
231410,221
231411,1540
231412,1319
231413,653
231414,850
231415,256
231416,1841
231417,1555
231418,802
231419,1019
231420,66
231421,526
231422,470
231423,234
231424,294
231425,169
231426,1110
231427,992
231428,481
231429,635
231430,211
231431,1334
231432,1138
231433,564
231434,745
231435,739
231436,-19
231437,-4
231438,-36
231439,-6
231440,-35
231441,-24
231442,3
231443,-45
231444,-23
231445,-32
231446,-43
231447,-2
231448,4
231449,-15
231450,192
231451,1408
231452,1246
231453,583
231454,780
231455,483
231456,2878
231457,2608
231458,1256
231459,1661
231460,545
231461,3312
231462,2835
231463,1524
231464,1857
231465,103
231466,837
231467,711
231468,340
231469,446
231470,222
231471,1764
231472,1484
231473,687
231474,965
231475,312
231476,2071
231477,1759
231478,889
231479,1149
231480,779
231481,688
231482,580
231483,309
231484,392
231485,532
231486,1359
231487,1162
231488,608
231489,782
231490,282
231491,1640
231492,1374
231493,707
231494,916
231495,121
231496,681
231497,544
231498,298
231499,373
231500,229
231501,1336
231502,1106
231503,588
231504,770
231505,261
231506,1612
231507,1300
231508,690
231509,885
231510,85
231511,504
231512,405
231513,222
231514,279
231515,175
231516,985
231517,824
231518,435
231519,559
231520,190
231521,1156
231522,955
231523,508
231524,637
231525,773
231526,41
231527,34
231528,37
231529,28
231530,432
231531,45
231532,52
231533,41
231534,35
231535,285
231536,53
231537,55
231538,45
231539,33
231540,248
231541,1280
231542,1101
231543,606
231544,755
231545,452
231546,2690
231547,2175
231548,1131
231549,1480
231550,532
231551,3100
231552,2624
231553,1409
231554,1721
231555,132
231556,738
231557,626
231558,324
231559,410
231560,261
231561,1522
231562,1287
231563,660
231564,845
231565,282
231566,1785
231567,1487
231568,779
231569,1000
231570,753
231571,676
231572,565
231573,289
231574,365
231575,329
231576,1372
231577,1141
231578,582
231579,762
231580,260
231581,1638
231582,1334
231583,690
231584,916
231585,100
231586,674
231587,540
231588,286
231589,363
231590,202
231591,1340
231592,1080
231593,568
231594,744
231595,250
231596,1568
231597,1300
231598,678
231599,891
231600,63
231601,492
231602,402
231603,208
231604,267
231605,155
231606,975
231607,806
231608,418
231609,543
231610,184
231611,1166
231612,955
231613,500
231614,646
231615,750
231616,27
231617,14
231618,10
231619,10
231620,347
231621,31
231622,29
231623,13
231624,15
231625,256
231626,50
231627,41
231628,31
231629,26
231630,212
231631,1256
231632,1089
231633,571
231634,737
231635,432
231636,2578
231637,2138
231638,1110
231639,1464
231640,490
231641,2991
231642,2584
231643,1329
231644,1723
231645,114
231646,738
231647,609
231648,338
231649,412
231650,223
231651,1488
231652,1259
231653,643
231654,845
231655,279
231656,1789
231657,1492
231658,773
231659,1018
231660,748
231661,658
231662,558
231663,276
231664,375
231665,548
231666,1328
231667,1122
231668,565
231669,753
231670,251
231671,1577
231672,1329
231673,669
231674,897
231675,98
231676,647
231677,528
231678,272
231679,351
231680,204
231681,1319
231682,1063
231683,547
231684,726
231685,234
231686,1521
231687,1281
231688,651
231689,882
231690,66
231691,481
231692,396
231693,196
231694,264
231695,139
231696,959
231697,803
231698,396
231699,547
231700,171
231701,1136
231702,943
231703,477
231704,636
231705,770
231706,10
231707,13
231708,-1
231709,8
231710,365
231711,25
231712,24
231713,10
231714,14
231715,178
231716,31
231717,22
231718,14
231719,11
231720,187
231721,1216
231722,1056
231723,509
231724,694
231725,387
231726,2446
231727,2081
231728,1032
231729,1391
231730,477
231731,2758
231732,2484
231733,1224
231734,1726
231735,120
231736,757
231737,626
231738,321
231739,419
231740,242
231741,1507
231742,1256
231743,638
231744,841
231745,275
231746,1814
231747,1505
231748,751
231749,1009
231750,738
231751,651
231752,553
231753,279
231754,374
231755,549
231756,1317
231757,1138
231758,575
231759,756
231760,254
231761,1589
231762,1327
231763,670
231764,915
231765,101
231766,652
231767,530
231768,270
231769,361
231770,194
231771,1307
231772,1082
231773,559
231774,742
231775,243
231776,1541
231777,1282
231778,677
231779,880
231780,69
231781,465
231782,392
231783,196
231784,264
231785,148
231786,965
231787,806
231788,403
231789,537
231790,180
231791,1136
231792,942
231793,474
231794,645
231795,751
231796,4
231797,9
231798,12
231799,8
231800,271
231801,31
231802,23
231803,8
231804,15
231805,148
231806,37
231807,31
231808,16
231809,16
231810,163
231811,1223
231812,1011
231813,485
231814,646
231815,370
231816,2420
231817,2057
231818,1011
231819,1357
231820,440
231821,2833
231822,2449
231823,1241
231824,1634
231825,124
231826,751
231827,630
231828,317
231829,424
231830,251
231831,1528
231832,1261
231833,653
231834,864
231835,275
231836,1817
231837,1512
231838,767
231839,1028
231840,746
231841,655
231842,557
231843,282
231844,374
231845,437
231846,1322
231847,1126
231848,564
231849,758
231850,250
231851,1596
231852,1334
231853,676
231854,917
231855,93
231856,658
231857,534
231858,272
231859,363
231860,189
231861,1300
231862,1085
231863,555
231864,738
231865,234
231866,1526
231867,1288
231868,669
231869,886
231870,67
231871,470
231872,390
231873,197
231874,264
231875,141
231876,944
231877,771
231878,396
231879,539
231880,174
231881,1129
231882,944
231883,475
231884,646
231885,736
231886,17
231887,13
231888,13
231889,9
231890,188
231891,26
231892,22
231893,5
231894,7
231895,139
231896,39
231897,33
231898,14
231899,19
231900,172
231901,1205
231902,1016
231903,469
231904,658
231905,368
231906,2417
231907,2082
231908,1002
231909,1336
231910,439
231911,2842
231912,2443
231913,1220
231914,1633
231915,126
231916,754
231917,616
231918,319
231919,427
231920,255
231921,1529
231922,1284
231923,657
231924,867
231925,277
231926,1817
231927,1523
231928,788
231929,1028
231930,754
231931,695
231932,601
231933,293
231934,418
231935,238
231936,1456
231937,1228
231938,593
231939,803
231940,241
231941,1701
231942,1478
231943,696
231944,972
231945,104
231946,668
231947,583
231948,280
231949,389
231950,217
231951,1420
231952,1184
231953,594
231954,802
231955,244
231956,1645
231957,1435
231958,684
231959,931
231960,54
231961,486
231962,435
231963,223
231964,295
231965,156
231966,1024
231967,885
231968,429
231969,576
231970,174
231971,1207
231972,1060
231973,520
231974,694
231975,812
231976,-30
231977,2
231978,7
231979,-6
231980,318
231981,5
231982,13
231983,7
231984,13
231985,15
231986,3
231987,6
231988,-11
231989,-11
231990,171
231991,1328
231992,1075
231993,512
231994,728
231995,386
231996,2740
231997,2307
231998,1142
231999,1517
232000,422
232001,3180
232002,2654
232003,1270
232004,1781
232005,67
232006,702
232007,619
232008,277
232009,404
232010,182
232011,1498
232012,1316
232013,618
232014,886
232015,242
232016,1853
232017,1581
232018,753
232019,1056
232020,730
232021,777
232022,676
232023,328
232024,442
232025,229
232026,1614
232027,1375
232028,681
232029,898
232030,274
232031,1930
232032,1581
232033,778
232034,1065
232035,108
232036,748
232037,684
232038,327
232039,447
232040,222
232041,1547
232042,1325
232043,628
232044,895
232045,268
232046,1883
232047,1548
232048,774
232049,1050
232050,88
232051,552
232052,501
232053,244
232054,320
232055,167
232056,1148
232057,1002
232058,486
232059,664
232060,207
232061,1385
232062,1118
232063,563
232064,753
232065,748
232066,-17
232067,15
232068,-24
232069,2
232070,-39
232071,-12
232072,18
232073,-10
232074,-18
232075,-48
232076,-20
232077,33
232078,-11
232079,5
232080,172
232081,1323
232082,1189
232083,594
232084,729
232085,453
232086,2802
232087,2434
232088,1144
232089,1644
232090,518
232091,3415
232092,2913
232093,1427
232094,1908
232095,90
232096,800
232097,671
232098,348
232099,446
232100,189
232101,1760
232102,1463
232103,674
232104,1010
232105,301
232106,2037
232107,1739
232108,841
232109,1125
232110,761
232111,683
232112,578
232113,291
232114,388
232115,327
232116,1395
232117,1157
232118,593
232119,795
232120,264
232121,1635
232122,1358
232123,680
232124,933
232125,103
232126,677
232127,549
232128,280
232129,385
232130,221
232131,1374
232132,1111
232133,579
232134,784
232135,258
232136,1609
232137,1311
232138,661
232139,913
232140,79
232141,496
232142,402
232143,204
232144,283
232145,164
232146,994
232147,824
232148,420
232149,572
232150,187
232151,1149
232152,958
232153,483
232154,661
232155,771
232156,28
232157,18
232158,18
232159,19
232160,357
232161,44
232162,39
232163,23
232164,32
232165,161
232166,46
232167,41
232168,21
232169,30
232170,228
232171,1304
232172,1119
232173,562
232174,785
232175,435
232176,2670
232177,2268
232178,1113
232179,1498
232180,501
232181,3187
232182,2636
232183,1351
232184,1752
232185,125
232186,743
232187,629
232188,313
232189,436
232190,253
232191,1550
232192,1307
232193,656
232194,882
232195,280
232196,1805
232197,1512
232198,772
232199,1036
232200,756
232201,685
232202,578
232203,290
232204,387
232205,235
232206,1372
232207,1146
232208,583
232209,788
232210,264
232211,1619
232212,1355
232213,677
232214,935
232215,102
232216,674
232217,539
232218,273
232219,376
232220,204
232221,1360
232222,1090
232223,558
232224,765
232225,251
232226,1589
232227,1306
232228,654
232229,904
232230,80
232231,493
232232,416
232233,203
232234,283
232235,157
232236,988
232237,821
232238,411
232239,560
232240,187
232241,1156
232242,955
232243,482
232244,665
232245,763
232246,14
232247,18
232248,11
232249,15
232250,340
232251,46
232252,26
232253,24
232254,22
232255,150
232256,50
232257,39
232258,22
232259,27
232260,200
232261,1260
232262,1053
232263,535
232264,748
232265,415
232266,2566
232267,2060
232268,1086
232269,1461
232270,477
232271,3128
232272,2516
232273,1290
232274,1715
232275,126
232276,748
232277,631
232278,319
232279,438
232280,244
232281,1528
232282,1296
232283,647
232284,893
232285,280
232286,1819
232287,1525
232288,760
232289,1062
232290,749
232291,669
232292,569
232293,281
232294,384
232295,408
232296,1354
232297,1123
232298,576
232299,793
232300,251
232301,1598
232302,1347
232303,669
232304,931
232305,94
232306,654
232307,536
232308,267
232309,365
232310,188
232311,1335
232312,1073
232313,541
232314,752
232315,229
232316,1536
232317,1296
232318,642
232319,894
232320,74
232321,478
232322,405
232323,196
232324,274
232325,150
232326,957
232327,812
232328,401
232329,547
232330,178
232331,1146
232332,947
232333,470
232334,661
232335,753
232336,-2
232337,18
232338,7
232339,12
232340,358
232341,37
232342,27
232343,14
232344,19
232345,142
232346,43
232347,30
232348,17
232349,19
232350,187
232351,1241
232352,1023
232353,498
232354,693
232355,389
232356,2463
232357,2082
232358,1054
232359,1379
232360,458
232361,2840
232362,2468
232363,1170
232364,1683
232365,129
232366,749
232367,643
232368,325
232369,440
232370,236
232371,1529
232372,1308
232373,649
232374,877
232375,281
232376,1810
232377,1533
232378,758
232379,1046
232380,738
232381,654
232382,545
232383,267
232384,381
232385,648
232386,1334
232387,1107
232388,560
232389,773
232390,245
232391,1592
232392,1318
232393,663
232394,919
232395,99
232396,646
232397,539
232398,273
232399,375
232400,195
232401,1321
232402,1085
232403,553
232404,754
232405,240
232406,1576
232407,1306
232408,655
232409,906
232410,66
232411,468
232412,401
232413,193
232414,268
232415,148
232416,952
232417,800
232418,392
232419,545
232420,170
232421,1141
232422,938
232423,470
232424,656
232425,750
232426,-11
232427,12
232428,10
232429,5
232430,317
232431,28
232432,25
232433,10
232434,16
232435,133
232436,40
232437,27
232438,10
232439,18
232440,170
232441,1216
232442,992
232443,482
232444,671
232445,361
232446,2385
232447,2045
232448,1027
232449,1358
232450,445
232451,2963
232452,2433
232453,1189
232454,1671
232455,113
232456,731
232457,648
232458,321
232459,431
232460,218
232461,1508
232462,1271
232463,633
232464,864
232465,272
232466,1785
232467,1513
232468,759
232469,1042
232470,740
232471,645
232472,539
232473,262
232474,383
232475,542
232476,1316
232477,1105
232478,522
232479,777
232480,243
232481,1563
232482,1312
232483,652
232484,913
232485,96
232486,645
232487,529
232488,263
232489,372
232490,188
232491,1308
232492,1074
232493,539
232494,753
232495,231
232496,1543
232497,1289
232498,640
232499,906
232500,65
232501,449
232502,383
232503,187
232504,262
232505,134
232506,935
232507,783
232508,384
232509,550
232510,169
232511,1126
232512,927
232513,459
232514,657
232515,737
232516,3
232517,2
232518,0
232519,1
232520,226
232521,11
232522,6
232523,2
232524,8
232525,115
232526,28
232527,13
232528,2
232529,6
232530,143
232531,1171
232532,991
232533,470
232534,650
232535,324
232536,2403
232537,2005
232538,975
232539,1387
232540,433
232541,2944
232542,2442
232543,1142
232544,1654
232545,116
232546,755
232547,652
232548,322
232549,444
232550,228
232551,1537
232552,1279
232553,644
232554,887
232555,275
232556,1819
232557,1527
232558,766
232559,1055
232560,729
232561,665
232562,594
232563,280
232564,424
232565,261
232566,1438
232567,1250
232568,606
232569,840
232570,255
232571,1658
232572,1467
232573,701
232574,1009
232575,83
232576,664
232577,624
232578,272
232579,405
232580,213
232581,1367
232582,1223
232583,606
232584,840
232585,267
232586,1643
232587,1458
232588,718
232589,1000
232590,75
232591,446
232592,433
232593,220
232594,325
232595,162
232596,996
232597,918
232598,453
232599,630
232600,194
232601,1163
232602,1062
232603,533
232604,724
232605,792
232606,-49
232607,10
232608,17
232609,14
232610,489
232611,-11
232612,27
232613,4
232614,21
232615,55
232616,-38
232617,24
232618,10
232619,20
232620,188
232621,1208
232622,1125
232623,535
232624,743
232625,354
232626,2635
232627,2261
232628,1139
232629,1527
232630,430
232631,3017
232632,2716
232633,1266
232634,1851
232635,118
232636,491
232637,595
232638,169
232639,379
232640,95
232641,1284
232642,1170
232643,528
232644,856
232645,168
232646,1725
232647,1432
232648,640
232649,988
232650,723
232651,725
232652,644
232653,312
232654,453
232655,226
232656,1573
232657,1356
232658,654
232659,922
232660,269
232661,1870
232662,1630
232663,773
232664,1123
232665,95
232666,704
232667,658
232668,287
232669,448
232670,224
232671,1510
232672,1315
232673,617
232674,905
232675,250
232676,1826
232677,1609
232678,763
232679,1070
232680,72
232681,496
232682,501
232683,206
232684,286
232685,181
232686,1117
232687,974
232688,474
232689,667
232690,215
232691,1331
232692,1152
232693,565
232694,788
232695,792
232696,-70
232697,-6
232698,13
232699,-11
232700,294
232701,-16
232702,29
232703,17
232704,26
232705,41
232706,-51
232707,13
232708,-11
232709,29
232710,169
232711,1373
232712,1280
232713,591
232714,794
232715,408
232716,2842
232717,2495
232718,1152
232719,1714
232720,472
232721,3315
232722,2930
232723,1421
232724,2130
232725,70
232726,871
232727,754
232728,388
232729,581
232730,267
232731,1723
232732,1602
232733,751
232734,1107
232735,218
232736,2154
232737,1738
232738,865
232739,1228
232740,771
232741,699
232742,579
232743,283
232744,410
232745,337
232746,1399
232747,1170
232748,586
232749,811
232750,271
232751,1641
232752,1374
232753,679
232754,954
232755,109
232756,683
232757,563
232758,283
232759,394
232760,223
232761,1341
232762,1114
232763,562
232764,791
